sortNumber;code;officialTitle;mediumTitle;shortTitle
1;SK0101528595;Bratislava - mestska cast Stare Mesto;Bratislava-Stare Mesto;Bratislava-Stare Mesto
2;SK0102529311;Bratislava - mestska cast Podunajske Biskupice;Bratislava-Podunajske Biskupice;Bratislava-Pod.Biskup.
3;SK0102529320;Bratislava - mestska cast Ruzinov;Bratislava-Ruzinov;Bratislava-Ruzinov
4;SK0102529338;Bratislava - mestska cast Vrakuna;Bratislava-Vrakuna;Bratislava-Vrakuna
5;SK0103529346;Bratislava - mestska cast Nove Mesto;Bratislava-Nove Mesto;Bratislava-Nove Mesto
6;SK0103529354;Bratislava - mestska cast Raca;Bratislava-Raca;Bratislava-Raca
7;SK0103529362;Bratislava - mestska cast Vajnory;Bratislava-Vajnory;Bratislava-Vajnory
8;SK0104529371;Bratislava - mestska cast Devinska Nova Ves;Bratislava-Devinska Nova Ves;Bratislava-Dev.Nova Ves
9;SK0104529389;Bratislava - mestska cast Dubravka;Bratislava-Dubravka;Bratislava-Dubravka
10;SK0104529397;Bratislava - mestska cast Karlova Ves;Bratislava-Karlova Ves;Bratislava-Karlova Ves
11;SK0104529401;Bratislava - mestska cast Devin;Bratislava-Devin;Bratislava-Devin
12;SK0104529419;Bratislava - mestska cast Lamac;Bratislava-Lamac;Bratislava-Lamac
13;SK0104529427;Bratislava - mestska cast Zahorska Bystrica;Bratislava-Zahorska Bystrica;Bratislava-Zahor.Bystr.
14;SK0105529435;Bratislava - mestska cast Cunovo;Bratislava-Cunovo;Bratislava-Cunovo
15;SK0105529443;Bratislava - mestska cast Jarovce;Bratislava-Jarovce;Bratislava-Jarovce
16;SK0105529460;Bratislava - mestska cast Petrzalka;Bratislava-Petrzalka;Bratislava-Petrzalka
17;SK0105529494;Bratislava - mestska cast Rusovce;Bratislava-Rusovce;Bratislava-Rusovce
18;SK0106500267;Zahorie (vojensky obvod);Zahorie;Zahorie (voj.obvod)
19;SK0106504556;Male Levare;Male Levare;Male Levare
20;SK0106504629;Plavecke Podhradie;Plavecke Podhradie;Plavecke Podhradie
21;SK0106504637;Plavecky Mikulas;Plavecky Mikulas;Plavecky Mikulas
22;SK0106504769;Rohoznik;Rohoznik;Rohoznik
23;SK0106504858;Solosnica;Solosnica;Solosnica
24;SK0106504874;Studienka;Studienka;Studienka
25;SK0106504947;Velke Levare;Velke Levare;Velke Levare
26;SK0106504980;Zavod;Zavod;Zavod
27;SK0106507831;Borinka;Borinka;Borinka
28;SK0106507890;Gajary;Gajary;Gajary
29;SK0106507954;Jablonove;Jablonove;Jablonove
30;SK0106507962;Jakubov;Jakubov;Jakubov
31;SK0106508012;Kostoliste;Kostoliste;Kostoliste
32;SK0106508021;Kuchyna;Kuchyna;Kuchyna
33;SK0106508039;Lab;Lab;Lab
34;SK0106508055;Lozorno;Lozorno;Lozorno
35;SK0106508063;Malacky;Malacky;Malacky
36;SK0106508080;Marianka;Marianka;Marianka
37;SK0106508161;Pernek;Pernek;Pernek
38;SK0106508195;Plavecky Stvrtok;Plavecky Stvrtok;Plavecky Stvrtok
39;SK0106508233;Stupava;Stupava;Stupava
40;SK0106508241;Suchohrad;Suchohrad;Suchohrad
41;SK0106508349;Vysoka pri Morave;Vysoka pri Morave;Vysoka pri Morave
42;SK0106508365;Zahorska Ves;Zahorska Ves;Zahorska Ves
43;SK0106508381;Zohor;Zohor;Zohor
44;SK0107507806;Bahon;Bahon;Bahon
45;SK0107507849;Budmerice;Budmerice;Budmerice
46;SK0107507857;Casta;Casta;Casta
47;SK0107507873;Dolany;Dolany;Dolany
48;SK0107507881;Dubova;Dubova;Dubova
49;SK0107507946;Jablonec;Jablonec;Jablonec
50;SK0107507989;Svaty Jur;Svaty Jur;Svaty Jur
51;SK0107508047;Limbach;Limbach;Limbach
52;SK0107508101;Modra;Modra;Modra
53;SK0107508179;Pezinok;Pezinok;Pezinok
54;SK0107508187;Pila;Pila;Pila
55;SK0107508225;Slovensky Grob;Slovensky Grob;Slovensky Grob
56;SK0107508250;Senkvice;Senkvice;Senkvice
57;SK0107508268;Stefanova;Stefanova;Stefanova
58;SK0107508306;Vinicne;Vinicne;Vinicne
59;SK0107508314;Vinosady;Vinosady;Vinosady
60;SK0107508322;Vistuk;Vistuk;Vistuk
61;SK0108503681;Boldog;Boldog;Boldog
62;SK0108503797;Hruba Borsa;Hruba Borsa;Hruba Borsa
63;SK0108503801;Hruby Sur;Hruby Sur;Hruby Sur
64;SK0108503819;Hurbanova Ves;Hurbanova Ves;Hurbanova Ves
65;SK0108503851;Kostolna pri Dunaji;Kostolna pri Dunaji;Kostolna pri Dunaji
66;SK0108503894;Kralova pri Senci;Kralova pri Senci;Kralova pri Senci
67;SK0108503983;Reca;Reca;Reca
68;SK0108507814;Bernolakovo;Bernolakovo;Bernolakovo
69;SK0108507822;Blatne;Blatne;Blatne
70;SK0108507865;Cataj;Cataj;Cataj
71;SK0108507903;Hamuliakovo;Hamuliakovo;Hamuliakovo
72;SK0108507911;Chorvatsky Grob;Chorvatsky Grob;Chorvatsky Grob
73;SK0108507938;Ivanka pri Dunaji;Ivanka pri Dunaji;Ivanka pri Dunaji
74;SK0108507997;Kalinkovo;Kalinkovo;Kalinkovo
75;SK0108508071;Malinovo;Malinovo;Malinovo
76;SK0108508098;Miloslavov;Miloslavov;Miloslavov
77;SK0108508110;Most pri Bratislave;Most pri Bratislave;Most pri Bratislave
78;SK0108508136;Nova Dedinka;Nova Dedinka;Nova Dedinka
79;SK0108508209;Rovinka;Rovinka;Rovinka
80;SK0108508217;Senec;Senec;Senec
81;SK0108508276;Tomasov;Tomasov;Tomasov
82;SK0108508284;Turen;Turen;Turen
83;SK0108508292;Velky Biel;Velky Biel;Velky Biel
84;SK0108508331;Vlky;Vlky;Vlky
85;SK0108545333;Dunajska Luzna;Dunajska Luzna;Dunajska Luzna
86;SK0108555487;Igram;Igram;Igram
87;SK0108555495;Kaplna;Kaplna;Kaplna
88;SK0108555509;Zalesie;Zalesie;Zalesie
89;SK0108582549;Novy Svet;Novy Svet;Novy Svet
90;SK0211501433;Dunajska Streda;Dunajska Streda;Dunajska Streda
91;SK0211501441;Bac;Bac;Bac
92;SK0211501450;Baka;Baka;Baka
93;SK0211501468;Balon;Balon;Balon
94;SK0211501484;Blahova;Blahova;Blahova
95;SK0211501492;Blatna na Ostrove;Blatna na Ostrove;Blatna na Ostrove
96;SK0211501506;Bohelov;Bohelov;Bohelov
97;SK0211501514;Cakany;Cakany;Cakany
98;SK0211501522;Velky Meder;Velky Meder;Velky Meder
99;SK0211501531;Cilizska Radvan;Cilizska Radvan;Cilizska Radvan
100;SK0211501549;Dobrohost;Dobrohost;Dobrohost
101;SK0211501557;Dolny Bar;Dolny Bar;Dolny Bar
102;SK0211501573;Gabcikovo;Gabcikovo;Gabcikovo
103;SK0211501581;Holice;Holice;Holice
104;SK0211501590;Horna Poton;Horna Poton;Horna Poton
105;SK0211501603;Horny Bar;Horny Bar;Horny Bar
106;SK0211501611;Dolny Stal;Dolny Stal;Dolny Stal
107;SK0211501620;Hubice;Hubice;Hubice
108;SK0211501638;Hviezdoslavov;Hviezdoslavov;Hviezdoslavov
109;SK0211501654;Jahodna;Jahodna;Jahodna
110;SK0211501662;Janiky;Janiky;Janiky
111;SK0211501671;Jurova;Jurova;Jurova
112;SK0211501689;Klucovec;Klucovec;Klucovec
113;SK0211501697;Kostolne Kracany;Kostolne Kracany;Kostolne Kracany
114;SK0211501701;Kralovicove Kracany;Kralovicove Kracany;Kralovicove Kracany
115;SK0211501719;Kutniky;Kutniky;Kutniky
116;SK0211501727;Kvetoslavov;Kvetoslavov;Kvetoslavov
117;SK0211501735;Lehnice;Lehnice;Lehnice
118;SK0211501743;Luc na Ostrove;Luc na Ostrove;Luc na Ostrove
119;SK0211501760;Medvedov;Medvedov;Medvedov
120;SK0211501778;Mierovo;Mierovo;Mierovo
121;SK0211501786;Michal na Ostrove;Michal na Ostrove;Michal na Ostrove
122;SK0211501808;Novy Zivot;Novy Zivot;Novy Zivot
123;SK0211501816;Ohrady;Ohrady;Ohrady
124;SK0211501824;Okoc;Okoc;Okoc
125;SK0211501832;Oldza;Oldza;Oldza
126;SK0211501859;Orechova Poton;Orechova Poton;Orechova Poton
127;SK0211501867;Padan;Padan;Padan
128;SK0211501875;Sap;Sap;Sap
129;SK0211501883;Patas;Patas;Patas
130;SK0211501891;Rohovce;Rohovce;Rohovce
131;SK0211501905;Samorin;Samorin;Samorin
132;SK0211501913;Stvrtok na Ostrove;Stvrtok na Ostrove;Stvrtok na Ostrove
133;SK0211501921;Topolniky;Topolniky;Topolniky
134;SK0211501930;Narad;Narad;Narad
135;SK0211501956;Trnavka;Trnavka;Trnavka
136;SK0211501964;Trstena na Ostrove;Trstena na Ostrove;Trstena na Ostrove
137;SK0211501972;Velka Paka;Velka Paka;Velka Paka
138;SK0211501981;Velke Blahovo;Velke Blahovo;Velke Blahovo
139;SK0211501999;Vojka nad Dunajom;Vojka nad Dunajom;Vojka nad Dunajom
140;SK0211502006;Vrakun;Vrakun;Vrakun
141;SK0211502014;Vydrany;Vydrany;Vydrany
142;SK0211502022;Zlate Klasy;Zlate Klasy;Zlate Klasy
143;SK0211503461;Bodiky;Bodiky;Bodiky
144;SK0211555517;Bellova Ves;Bellova Ves;Bellova Ves
145;SK0211555541;Dunajsky Klatov;Dunajsky Klatov;Dunajsky Klatov
146;SK0211555568;Horne Myto;Horne Myto;Horne Myto
147;SK0211555576;Trhova Hradska;Trhova Hradska;Trhova Hradska
148;SK0211555606;Macov;Macov;Macov
149;SK0211555649;Mad;Mad;Mad
150;SK0211555665;Male Dvorniky;Male Dvorniky;Male Dvorniky
151;SK0211555673;Velke Dvorniky;Velke Dvorniky;Velke Dvorniky
152;SK0211555720;Povoda;Povoda;Povoda
153;SK0211555746;Vieska;Vieska;Vieska
154;SK0211580554;Cenkovce;Cenkovce;Cenkovce
155;SK0211580597;Kyselica;Kyselica;Kyselica
156;SK0211582522;Potonske Luky;Potonske Luky;Potonske Luky
157;SK0212503665;Galanta;Galanta;Galanta
158;SK0212503673;Abraham;Abraham;Abraham
159;SK0212503690;Cierna Voda;Cierna Voda;Cierna Voda
160;SK0212503703;Cierny Brod;Cierny Brod;Cierny Brod
161;SK0212503746;Dolne Saliby;Dolne Saliby;Dolne Saliby
162;SK0212503754;Dolny Chotar;Dolny Chotar;Dolny Chotar
163;SK0212503762;Gan;Gan;Gan
164;SK0212503771;Horne Saliby;Horne Saliby;Horne Saliby
165;SK0212503789;Hoste;Hoste;Hoste
166;SK0212503827;Janovce;Janovce;Janovce
167;SK0212503835;Jelka;Jelka;Jelka
168;SK0212503843;Kajal;Kajal;Kajal
169;SK0212503860;Kosuty;Kosuty;Kosuty
170;SK0212503878;Kralov Brod;Kralov Brod;Kralov Brod
171;SK0212503924;Mostova;Mostova;Mostova
172;SK0212503959;Pata;Pata;Pata
173;SK0212503967;Puste Sady;Puste Sady;Puste Sady
174;SK0212503975;Puste Ulany;Puste Ulany;Puste Ulany
175;SK0212504009;Sered;Sered;Sered
176;SK0212504017;Sladkovicovo;Sladkovicovo;Sladkovicovo
177;SK0212504033;Salgocka;Salgocka;Salgocka
178;SK0212504041;Sintava;Sintava;Sintava
179;SK0212504050;Soporna;Soporna;Soporna
180;SK0212504076;Tomasikovo;Tomasikovo;Tomasikovo
181;SK0212504084;Topolnica;Topolnica;Topolnica
182;SK0212504106;Trstice;Trstice;Trstice
183;SK0212504114;Vahovce;Vahovce;Vahovce
184;SK0212504122;Velka Maca;Velka Maca;Velka Maca
185;SK0212504131;Velke Ulany;Velke Ulany;Velke Ulany
186;SK0212504149;Velky Grob;Velky Grob;Velky Grob
187;SK0212504157;Vinohrady nad Vahom;Vinohrady nad Vahom;Vinohrady nad Vahom
188;SK0212504173;Vozokany;Vozokany;Vozokany
189;SK0212504181;Zemianske Sady;Zemianske Sady;Zemianske Sady
190;SK0212555754;Matuskovo;Matuskovo;Matuskovo
191;SK0212555789;Dolna Streda;Dolna Streda;Dolna Streda
192;SK0212582638;Mala Maca;Mala Maca;Mala Maca
193;SK0213506800;Bojnicky;Bojnicky;Bojnicky
194;SK0213506885;Cervenik;Cervenik;Cervenik
195;SK0213506958;Dolne Otrokovce;Dolne Otrokovce;Dolne Otrokovce
196;SK0213506966;Dolne Trhoviste;Dolne Trhoviste;Dolne Trhoviste
197;SK0213507024;Dvorniky;Dvorniky;Dvorniky
198;SK0213507032;Hlohovec;Hlohovec;Hlohovec
199;SK0213507075;Horne Otrokovce;Horne Otrokovce;Horne Otrokovce
200;SK0213507130;Jalsove;Jalsove;Jalsove
201;SK0213507172;Klacany;Klacany;Klacany
202;SK0213507202;Koplotovce;Koplotovce;Koplotovce
203;SK0213507253;Leopoldov;Leopoldov;Leopoldov
204;SK0213507288;Madunice;Madunice;Madunice
205;SK0213507326;Merasice;Merasice;Merasice
206;SK0213507415;Pastuchov;Pastuchov;Pastuchov
207;SK0213507521;Sasinkovo;Sasinkovo;Sasinkovo
208;SK0213507539;Siladice;Siladice;Siladice
209;SK0213507661;Trakovice;Trakovice;Trakovice
210;SK0213507792;Zlkovce;Zlkovce;Zlkovce
211;SK0213518620;Ratkovce;Ratkovce;Ratkovce
212;SK0213556521;Dolne Zelenice;Dolne Zelenice;Dolne Zelenice
213;SK0213556530;Horne Zelenice;Horne Zelenice;Horne Zelenice
214;SK0213556602;Horne Trhoviste;Horne Trhoviste;Horne Trhoviste
215;SK0213556611;Tekoldany;Tekoldany;Tekoldany
216;SK0213556645;Teplicky;Teplicky;Teplicky
217;SK0214506834;Borovce;Borovce;Borovce
218;SK0214506982;Dolny Lopasov;Dolny Lopasov;Dolny Lopasov
219;SK0214506991;Drahovce;Drahovce;Drahovce
220;SK0214507008;Dubovany;Dubovany;Dubovany
221;SK0214507121;Chtelnica;Chtelnica;Chtelnica
222;SK0214507199;Kocin-Lancar;Kocin-Lancar;Kocin-Lancar
223;SK0214507229;Krakovany;Krakovany;Krakovany
224;SK0214507342;Moravany nad Vahom;Moravany nad Vahom;Moravany nad Vahom
225;SK0214507369;Nizna;Nizna;Nizna
226;SK0214507385;Ostrov;Ostrov;Ostrov
227;SK0214507431;Pecenady;Pecenady;Pecenady
228;SK0214507440;Piestany;Piestany;Piestany
229;SK0214507466;Prasnik;Prasnik;Prasnik
230;SK0214507482;Rakovice;Rakovice;Rakovice
231;SK0214507491;Ratnovce;Ratnovce;Ratnovce
232;SK0214507563;Sokolovce;Sokolovce;Sokolovce
233;SK0214507679;Trebatice;Trebatice;Trebatice
234;SK0214507709;Velke Kostolany;Velke Kostolany;Velke Kostolany
235;SK0214507725;Vesele;Vesele;Vesele
236;SK0214507750;Vrbove;Vrbove;Vrbove
237;SK0214556548;Sterusy;Sterusy;Sterusy
238;SK0214556572;Velke Orviste;Velke Orviste;Velke Orviste
239;SK0214556581;Hubina;Hubina;Hubina
240;SK0214558338;Ducove;Ducove;Ducove
241;SK0214558354;Basovce;Basovce;Basovce
242;SK0214558397;Sipkove;Sipkove;Sipkove
243;SK0214581399;Banka;Banka;Banka
244;SK0215504203;Senica;Senica;Senica
245;SK0215504211;Bilkove Humence;Bilkove Humence;Bilkove Humence
246;SK0215504220;Borsky Svaty Jur;Borsky Svaty Jur;Borsky Svaty Jur
247;SK0215504238;Borsky Mikulas;Borsky Mikulas;Borsky Mikulas
248;SK0215504297;Cerova;Cerova;Cerova
249;SK0215504319;Cary;Cary;Cary
250;SK0215504327;Castkov;Castkov;Castkov
251;SK0215504335;Dojc;Dojc;Dojc
252;SK0215504360;Hlboke;Hlboke;Hlboke
253;SK0215504386;Hradiste pod Vratnom;Hradiste pod Vratnom;Hradiste pod Vratnom
254;SK0215504416;Jablonica;Jablonica;Jablonica
255;SK0215504475;Kovalov;Kovalov;Kovalov
256;SK0215504491;Kuklov;Kuklov;Kuklov
257;SK0215504513;Kuty;Kuty;Kuty
258;SK0215504521;Laksarska Nova Ves;Laksarska Nova Ves;Laksarska Nova Ves
259;SK0215504572;Moravsky Svaty Jan;Moravsky Svaty Jan;Moravsky Svaty Jan
260;SK0215504602;Osuske;Osuske;Osuske
261;SK0215504645;Plavecky Peter;Plavecky Peter;Plavecky Peter
262;SK0215504653;Podbranc;Podbranc;Podbranc
263;SK0215504700;Prietrz;Prietrz;Prietrz
264;SK0215504726;Prievaly;Prievaly;Prievaly
265;SK0215504777;Rovensko;Rovensko;Rovensko
266;SK0215504823;Smolinske;Smolinske;Smolinske
267;SK0215504831;Smrdaky;Smrdaky;Smrdaky
268;SK0215504840;Sobotiste;Sobotiste;Sobotiste
269;SK0215504882;Sajdikove Humence;Sajdikove Humence;Sajdikove Humence
270;SK0215504891;Sastin-Straze;Sastin-Straze;Sastin-Straze
271;SK0215504904;Stefanov;Stefanov;Stefanov
272;SK0215556114;Sekule;Sekule;Sekule
273;SK0215556122;Rohov;Rohov;Rohov
274;SK0215556131;Rybky;Rybky;Rybky
275;SK0216504271;Brodske;Brodske;Brodske
276;SK0216504343;Dubovce;Dubovce;Dubovce
277;SK0216504351;Gbely;Gbely;Gbely
278;SK0216504378;Holic;Holic;Holic
279;SK0216504394;Chropov;Chropov;Chropov
280;SK0216504432;Katov;Katov;Katov
281;SK0216504459;Kopcany;Kopcany;Kopcany
282;SK0216504483;Kovalovec;Kovalovec;Kovalovec
283;SK0216504530;Letnicie;Letnicie;Letnicie
284;SK0216504548;Lopasov;Lopasov;Lopasov
285;SK0216504564;Mokry Haj;Mokry Haj;Mokry Haj
286;SK0216504599;Oreske;Oreske;Oreske
287;SK0216504611;Petrova Ves;Petrova Ves;Petrova Ves
288;SK0216504670;Popudinske Mocidlany;Popudinske Mocidlany;Popudinske Mocidlany
289;SK0216504718;Prietrzka;Prietrzka;Prietrzka
290;SK0216504734;Radimov;Radimov;Radimov
291;SK0216504742;Radosovce;Radosovce;Radosovce
292;SK0216504815;Skalica;Skalica;Skalica
293;SK0216504912;Trnovec;Trnovec;Trnovec
294;SK0216504939;Unin;Unin;Unin
295;SK0216504963;Vradiste;Vradiste;Vradiste
296;SK0217506745;Trnava;Trnava;Trnava
297;SK0217506788;Binovce;Binovce;Binovce
298;SK0217506796;Bohdanovce nad Trnavou;Bohdanovce nad Trnavou;Bohdanovce nad Trnavou
299;SK0217506818;Boleraz;Boleraz;Boleraz
300;SK0217506826;Borova;Borova;Borova
301;SK0217506842;Brestovany;Brestovany;Brestovany
302;SK0217506851;Bucany;Bucany;Bucany
303;SK0217506869;Bukova;Bukova;Bukova
304;SK0217506877;Cifer;Cifer;Cifer
305;SK0217506893;Dechtice;Dechtice;Dechtice
306;SK0217506915;Dobra Voda;Dobra Voda;Dobra Voda
307;SK0217506923;Dolna Krupa;Dolna Krupa;Dolna Krupa
308;SK0217506931;Dolne Dubove;Dolne Dubove;Dolne Dubove
309;SK0217506940;Dolne Oresany;Dolne Oresany;Dolne Oresany
310;SK0217507041;Horna Krupa;Horna Krupa;Horna Krupa
311;SK0217507059;Horne Dubove;Horne Dubove;Horne Dubove
312;SK0217507067;Horne Oresany;Horne Oresany;Horne Oresany
313;SK0217507156;Jaslovske Bohunice;Jaslovske Bohunice;Jaslovske Bohunice
314;SK0217507164;Katlovce;Katlovce;Katlovce
315;SK0217507211;Kosolna;Kosolna;Kosolna
316;SK0217507296;Majcichov;Majcichov;Majcichov
317;SK0217507318;Malzenice;Malzenice;Malzenice
318;SK0217507351;Nahac;Nahac;Nahac
319;SK0217507512;Ruzindol;Ruzindol;Ruzindol
320;SK0217507555;Smolenice;Smolenice;Smolenice
321;SK0217507571;Sucha nad Parnou;Sucha nad Parnou;Sucha nad Parnou
322;SK0217507601;Spacince;Spacince;Spacince
323;SK0217507636;Surovce;Surovce;Surovce
324;SK0217507687;Trstin;Trstin;Trstin
325;SK0217507741;Voderady;Voderady;Voderady
326;SK0217507768;Zavar;Zavar;Zavar
327;SK0217507776;Zelenec;Zelenec;Zelenec
328;SK0217556483;Krizovany nad Dudvahom;Krizovany nad Dudvahom;Krizovany nad Dudvahom
329;SK0217556491;Opoj;Opoj;Opoj
330;SK0217556513;Vlckovce;Vlckovce;Vlckovce
331;SK0217556556;Pavlice;Pavlice;Pavlice
332;SK0217556564;Slovenska Nova Ves;Slovenska Nova Ves;Slovenska Nova Ves
333;SK0217556599;Dlha;Dlha;Dlha
334;SK0217556653;Radosovce;Radosovce;Radosovce
335;SK0217556661;Dolne Lovcice;Dolne Lovcice;Dolne Lovcice
336;SK0217556670;Selpice;Selpice;Selpice
337;SK0217556688;Losonec;Losonec;Losonec
338;SK0217580473;Biely Kostol;Biely Kostol;Biely Kostol
339;SK0217581020;Hrnciarovce nad Parnou;Hrnciarovce nad Parnou;Hrnciarovce nad Parnou
340;SK0217581488;Zvoncin;Zvoncin;Zvoncin
341;SK0221505056;Lutov;Lutov;Lutov
342;SK0221505072;Mala Hradna;Mala Hradna;Mala Hradna
343;SK0221505102;Male Hoste;Male Hoste;Male Hoste
344;SK0221505153;Miezgovce;Miezgovce;Miezgovce
345;SK0221505200;Nedasovce;Nedasovce;Nedasovce
346;SK0221505277;Omastina;Omastina;Omastina
347;SK0221505331;Pecenany;Pecenany;Pecenany
348;SK0221505358;Podluzany;Podluzany;Podluzany
349;SK0221505382;Pravotice;Pravotice;Pravotice
350;SK0221505412;Prusy;Prusy;Prusy
351;SK0221505447;Ruskovce;Ruskovce;Ruskovce
352;SK0221505455;Rybany;Rybany;Rybany
353;SK0221505471;Slatina nad Bebravou;Slatina nad Bebravou;Slatina nad Bebravou
354;SK0221505480;Slatinka nad Bebravou;Slatinka nad Bebravou;Slatinka nad Bebravou
355;SK0221505544;Sipkov;Sipkov;Sipkov
356;SK0221505552;Sisov;Sisov;Sisov
357;SK0221505579;Timoradza;Timoradza;Timoradza
358;SK0221505595;Trebichava;Trebichava;Trebichava
359;SK0221505625;Uhrovec;Uhrovec;Uhrovec
360;SK0221505633;Uhrovske Podhradie;Uhrovske Podhradie;Uhrovske Podhradie
361;SK0221505684;Velke Hoste;Velke Hoste;Velke Hoste
362;SK0221505692;Velke Chlievany;Velke Chlievany;Velke Chlievany
363;SK0221505765;Vysocany;Vysocany;Vysocany
364;SK0221505790;Zlatniky;Zlatniky;Zlatniky
365;SK0221505811;Zitna-Radisa;Zitna-Radisa;Zitna-Radisa
366;SK0221542652;Banovce nad Bebravou;Banovce nad Bebravou;Banovce nad Bebravou
367;SK0221542741;Brezolupy;Brezolupy;Brezolupy
368;SK0221542776;Cimenna;Cimenna;Cimenna
369;SK0221542806;Cierna Lehota;Cierna Lehota;Cierna Lehota
370;SK0221542822;Dezerice;Dezerice;Dezerice
371;SK0221542849;Dolne Nastice;Dolne Nastice;Dolne Nastice
372;SK0221542857;Dubnicka;Dubnicka;Dubnicka
373;SK0221542873;Dvorec;Dvorec;Dvorec
374;SK0221542890;Halacovce;Halacovce;Halacovce
375;SK0221542920;Horne Nastice;Horne Nastice;Horne Nastice
376;SK0221543080;Krasna Ves;Krasna Ves;Krasna Ves
377;SK0221543136;Ksinna;Ksinna;Ksinna
378;SK0221545651;Velke Drzkovce;Velke Drzkovce;Velke Drzkovce
379;SK0221556289;Otrhanky;Otrhanky;Otrhanky
380;SK0221556360;Libichava;Libichava;Libichava
381;SK0221556408;Chuda Lehota;Chuda Lehota;Chuda Lehota
382;SK0221556742;Pochabany;Pochabany;Pochabany
383;SK0221556793;Borcany;Borcany;Borcany
384;SK0222512885;Bolesov;Bolesov;Bolesov
385;SK0222512931;Cerveny Kamen;Cerveny Kamen;Cerveny Kamen
386;SK0222513016;Dubnica nad Vahom;Dubnica nad Vahom;Dubnica nad Vahom
387;SK0222513024;Dulov;Dulov;Dulov
388;SK0222513091;Horna Poruba;Horna Poruba;Horna Poruba
389;SK0222513156;Ilava;Ilava;Ilava
390;SK0222513253;Koseca;Koseca;Koseca
391;SK0222513296;Ladce;Ladce;Ladce
392;SK0222513351;Kosecke Podhradie;Kosecke Podhradie;Kosecke Podhradie
393;SK0222513385;Mikusovce;Mikusovce;Mikusovce
394;SK0222513440;Nova Dubnica;Nova Dubnica;Nova Dubnica
395;SK0222513598;Pruske;Pruske;Pruske
396;SK0222513725;Tuchyna;Tuchyna;Tuchyna
397;SK0222513865;Zliechov;Zliechov;Zliechov
398;SK0222557391;Borcice;Borcice;Borcice
399;SK0222557404;Kamenicany;Kamenicany;Kamenicany
400;SK0222557412;Sedmerovec;Sedmerovec;Sedmerovec
401;SK0222557421;Slavnica;Slavnica;Slavnica
402;SK0222557617;Krivoklat;Krivoklat;Krivoklat
403;SK0222557625;Vrsatske Podhradie;Vrsatske Podhradie;Vrsatske Podhradie
404;SK0222582301;Bohunice;Bohunice;Bohunice
405;SK0223504254;Brestovec;Brestovec;Brestovec
406;SK0223504262;Brezova pod Bradlom;Brezova pod Bradlom;Brezova pod Bradlom
407;SK0223504289;Bukovec;Bukovec;Bukovec
408;SK0223504408;Chvojnica;Chvojnica;Chvojnica
409;SK0223504424;Jablonka;Jablonka;Jablonka
410;SK0223504467;Kosariska;Kosariska;Kosariska
411;SK0223504581;Myjava;Myjava;Myjava
412;SK0223504661;Polianka;Polianka;Polianka
413;SK0223504688;Poriadie;Poriadie;Poriadie
414;SK0223504696;Priepasne;Priepasne;Priepasne
415;SK0223504793;Rudnik;Rudnik;Rudnik
416;SK0223504866;Stara Myjava;Stara Myjava;Stara Myjava
417;SK0223504971;Vrbovce;Vrbovce;Vrbovce
418;SK0223506079;Hrasne;Hrasne;Hrasne
419;SK0223506141;Kostolne;Kostolne;Kostolne
420;SK0223506150;Krajne;Krajne;Krajne
421;SK0223506419;Podkylava;Podkylava;Podkylava
422;SK0224505846;Beckov;Beckov;Beckov
423;SK0224505871;Bosaca;Bosaca;Bosaca
424;SK0224505889;Brunovce;Brunovce;Brunovce
425;SK0224505897;Bzince pod Javorinou;Bzince pod Javorinou;Bzince pod Javorinou
426;SK0224505901;Cachtice;Cachtice;Cachtice
427;SK0224505919;Castkovce;Castkovce;Castkovce
428;SK0224505951;Dolne Srnie;Dolne Srnie;Dolne Srnie
429;SK0224505994;Horka nad Vahom;Horka nad Vahom;Horka nad Vahom
430;SK0224506001;Horna Streda;Horna Streda;Horna Streda
431;SK0224506052;Hradok;Hradok;Hradok
432;SK0224506061;Hrachoviste;Hrachoviste;Hrachoviste
433;SK0224506109;Kalnica;Kalnica;Kalnica
434;SK0224506125;Kocovce;Kocovce;Kocovce
435;SK0224506184;Lubina;Lubina;Lubina
436;SK0224506206;Luka;Luka;Luka
437;SK0224506249;Modrova;Modrova;Modrova
438;SK0224506257;Modrovka;Modrovka;Modrovka
439;SK0224506265;Moravske Lieskove;Moravske Lieskove;Moravske Lieskove
440;SK0224506303;Nova Bosaca;Nova Bosaca;Nova Bosaca
441;SK0224506311;Nova Lehota;Nova Lehota;Nova Lehota
442;SK0224506338;Nove Mesto nad Vahom;Nove Mesto nad Vahom;Nove Mesto nad Vahom
443;SK0224506346;Ockov;Ockov;Ockov
444;SK0224506401;Pobedim;Pobedim;Pobedim
445;SK0224506427;Podolie;Podolie;Podolie
446;SK0224506435;Potvorice;Potvorice;Potvorice
447;SK0224506443;Povazany;Povazany;Povazany
448;SK0224506516;Stara Lehota;Stara Lehota;Stara Lehota
449;SK0224506524;Stara Tura;Stara Tura;Stara Tura
450;SK0224506583;Trencianske Bohuslavice;Trencianske Bohuslavice;Trencianske Bohuslavice
451;SK0224506630;Vadovce;Vadovce;Vadovce
452;SK0224506672;Visnove;Visnove;Visnove
453;SK0224556424;Haluzice;Haluzice;Haluzice
454;SK0224556441;Zemianske Podhradie;Zemianske Podhradie;Zemianske Podhradie
455;SK0224556459;Nova Ves nad Vahom;Nova Ves nad Vahom;Nova Ves nad Vahom
